"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"387",617290,10,1,1,"3844         1ST                       AVE  S  98134","3844","   ","  ","1ST                      ","AVE ","S ","98134",2,407,2,5,5,"STEEL WHSE                                        ",101101,101101,1949,2001,100,17,"Y"," "
"388",766620,6230,1,1,"2224         1ST                       AVE  S  98134","2224","   ","  ","1ST                      ","AVE ","S ","98134",1,494,2,3,4,"AUTO REPAIR GARAGE                                ",6000,6000,1930,1977,100,6,"N"," "
"389",360,31,1,1,"2864      S  MCCLELLAN                 ST      98144","2864","   ","S ","MCCLELLAN                ","ST  ","  ","98144",1,353,2,4,2,"DRY CLEANERS                                      ",4250,4250,1927,1950,100,6,"N"," "
"390",766620,2970,4,1,"2418         AIRPORT                   WAY  S  98134","2418","   ","  ","AIRPORT                  ","WAY ","S ","98134",2,344,2,3,5,"WAREHOUSE / OFFICE                                ",5760,5760,2002,2002,100,17,"Y"," "
"391",766620,3467,1,4,"1930         6TH                       AVE  S  98134","1930","   ","  ","6TH                      ","AVE ","S ","98134",4,406,2,3,4,"WAREHOUSE/office/showroom                         ",149881,149881,1951,1995,100,7,"Y"," "
"392",524780,2755,1,1,"409          8TH                       AVE  S  98104","409","   ","  ","8TH                      ","AVE ","S ","98104",1,350,2,3,8,"RESTAURANT                                        ",11794,10367,1941,1988,100,12,"N"," "
"393",766620,7425,1,1,"3207         1ST                       AVE  S  98134","3207","   ","  ","1ST                      ","AVE ","S ","98134",1,344,2,3,4,"OFFICE                                            ",6100,6100,1917,1970,100,12,"N"," "
"394",357320,225,2,1,"4600         EAST MARGINAL             WAY  S  98134","4600","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,5,2,"WAREHOUSE                                         ",9374,9374,1979,1985,100,6,"N"," "
"395",364610,5,1,1,"100          23RD                      AVE  S  98144","100","   ","  ","23RD                     ","AVE ","S ","98144",2,491,2,4,4,"SCHOOL/COMMUNITY CENTER                           ",39953,39953,1971,1985,100,11,"Y"," "
"396",132730,45,2,1,"207       S  HORTON                    ST      98134","207","   ","S ","HORTON                   ","ST  ","  ","98134",1,494,2,5,2,"MANUF.                                            ",14359,14359,1939,1940,100,6,"N"," "
"397",357320,920,1,1,"5021         COLORADO                  AVE  S  98134","5021","   ","  ","COLORADO                 ","AVE ","S ","98134",1,494,2,3,4,"PACIFIC INTERIORS & CITY HOME STORE               ",25881,25881,1930,1940,100,20,"Y"," "
"398",42404,9024,1,1,"2611      S  DEARBORN                  ST      98144","2611","   ","S ","DEARBORN                 ","ST  ","  ","98144",3,313,2,3,4,"NURSING CARE FOR ELDERLY                          ",66402,66402,1963,1980,100,12,"Y","Y"
"399",766620,7420,1,1,"3201         1ST                       AVE  S  98134","3201","   ","  ","1ST                      ","AVE ","S ","98134",1,840,2,4,2,"MIXED USE OFFICE                                  ",26310,13287,1923,1969,100,12,"Y"," "
"400",524780,1085,1,1,"220          3RD                       AVE  S  98104","220","   ","  ","3RD                      ","AVE ","S ","98104",2,344,2,3,4,"OFFICE BUILDING                                   ",33640,32040,1905,1986,100,12,"Y","Y"
"401",884770,0,1,1,"2300      S  MASSACHUSETTS             ST      98144","2300","   ","S ","MASSACHUSETTS            ","ST  ","  ","98144",3,352,4,3,5,"Mixed Use Museum with Apartments                  ",48441,42356,1900,1990,100,4,"Y"," "
"402",332000,265,1,1,"1426      S  JACKSON                   ST      98144","1426","   ","S ","JACKSON                  ","ST  ","  ","98144",3,344,2,3,3,"OFFICE                                            ",16800,12800,1906,1954,100,3,"N","Y"
"403",766060,45,1,2,"1340         13TH                      AVE  S  98144","1340","   ","  ","13TH                     ","AVE ","S ","98144",1,352,2,4,4,"APARTMENTS                                        ",2896,2696,1955,1979,100,2,"N","N"
"404",766620,6240,1,1,"2244         1ST                       AVE  S  98134","2244","   ","  ","1ST                      ","AVE ","S ","98134",1,353,2,3,4,"OFFICE-WHSE                                       ",19200,19200,1918,1979,100,6,"N"," "
"405",197820,1060,1,1,"819          BOYLSTON                  AVE     98104","819","   ","  ","BOYLSTON                 ","AVE ","  ","98104",2,341,2,3,4,"MEDICAL OFFICE                                    ",11057,9522,1946,1977,100,4,"N"," "
"406",766620,2915,1,1,"2100         AIRPORT                   WAY  S  98134","2100","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,406,2,3,4,"INDUSTRIAL                                        ",20796,20796,1949,1960,100,6,"N"," "
"407",766620,4555,1,1,"1736         4TH                       AVE  S  98134","1736","   ","  ","4TH                      ","AVE ","S ","98134",1,344,2,3,5,"WJA Design Collaborative                          ",13505,11514,1950,1990,100,3,"N"," "
"408",197820,665,2,1,"805          SUMMIT                    AVE     98104","805","   ","  ","SUMMIT                   ","AVE ","  ","98104",11,331,2,2,6,"SMC WEST WING                                     ",140941,140941,1912,1985,100,17,"Y","Y"
"409",912200,305,1,1,"2424         BEACON                    AVE  S  98144","2424","   ","  ","BEACON                   ","AVE ","S ","98144",1,531,2,5,4,"CONVENIENCE STORE W/ GAS                          ",2414,2414,1964,1990,100,14,"N"," "
"410",331950,645,2,1,"305          17TH                      AVE  S  98144","305","   ","  ","17TH                     ","AVE ","S ","98144",1,309,3,4,4,"SANCTUARY BUILDING                                ",2907,2907,1998,1998,100,11," "," "
"411",610845,0,1,1,"1229         MADISON                   ST      98104","1229","   ","  ","MADISON                  ","ST  ","  ","98104",10,341,2,2,6,"Nordstrom Medical Tower                           ",203155,176657,1985,2000,100,12,"Y","Y"
"412",149830,1020,1,1,"2122         14TH                      AVE  S  98144","2122","   ","  ","14TH                     ","AVE ","S ","98144",2,459,2,4,4,"MARKET STORE W/2 APT UNITS ON 2ND FLOOR           ",5040,5040,1928,1979,100,4,"N"," "
"413",93900,240,1,1,"720          2ND                       AVE     98104","720","   ","  ","2ND                      ","AVE ","  ","98104",3,344,2,2,4,"Office Building                                   ",52298,52298,1921,1990,100,14,"Y","Y"
"414",817010,150,1,1,"1237      S  JACKSON                   ST      98144","1237","   ","S ","JACKSON                  ","ST  ","  ","98144",1,353,2,4,4,"Retail strip                                      ",5310,5310,1926,1989,100,12,"N"," "
"415",766620,4110,2,1,"3601         6TH                       AVE  S  98134","3601","   ","  ","6TH                      ","AVE ","S ","98134",1,472,2,4,2,"UTILITY BLDGS                                     ",4896,4896,1962,1965,100,20,"N"," "
"416",766620,4430,3,1,"2230         4TH                       AVE  S  98134","2230","   ","  ","4TH                      ","AVE ","S ","98134",1,391,2,5,2,"BALER SHED                                        ",2960,2960,1989,1989,100,20,"N"," "
"417",560900,240,1,1,"3807         LETITIA                   AVE  S  98144","3807","   ","  ","LETITIA                  ","AVE ","S ","98144",1,327,2,2,4,"METRO PUMPING STATION                             ",1750,1750,1955,1975,100,20,"N"," "
"418",766670,2850,30,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,494,2,1,4,"T-225 Weld Lab                                    ",1599,1599,1950,1950,100,0," "," "
"419",766620,2525,1,1,"911          WESTERN                   AVE     98104","911","   ","  ","WESTERN                  ","AVE ","  ","98104",5,344,2,2,4,"MARITIME OFFICE W/RETAIL ON 1ST FLOOR             ",192960,140000,1910,1978,100,14,"Y","Y"
"420",766620,5270,1,1,"2445         4TH                       AVE  S  98134","2445","   ","  ","4TH                      ","AVE ","S ","98134",1,353,2,3,4,"RETAIL                                            ",12116,12116,1989,1989,100,12,"N"," "
"421",524780,2360,1,1,"512          MAYNARD                   AVE  S  98104","512","   ","  ","MAYNARD                  ","AVE ","S ","98104",1,350,2,3,4,"Restaurant                                        ",6406,6406,1904,1970,100,3,"N"," "
"422",332000,75,1,1,"312          BOREN                     AVE  S  98144","312","   ","  ","BOREN                    ","AVE ","S ","98144",1,528,2,3,6,"AUTO REPAIR                                       ",4172,4172,1957,1990,100,3,"N"," "
"423",357370,320,1,1,"5005         3RD                       AVE  S  98134","5005","   ","  ","3RD                      ","AVE ","S ","98134",1,344,2,3,4,"OFFICE/WHSE                                       ",93610,91408,1950,1959,100,6,"N","Y"
"424",149830,3240,2,1,"2501      S  PLUM                      ST      98144","2501","   ","S ","PLUM                     ","ST  ","  ","98144",1,406,2,3,4,"WAREHOUSE                                         ",36919,36919,1990,1990,100,20,"N"," "
"425",524780,745,1,1,"171       S  JACKSON                   ST      98104","171","   ","S ","JACKSON                  ","ST  ","  ","98104",5,344,2,2,5,"OFFICE BUILDING                                   ",71280,63973,1900,1985,100,14,"Y","Y"
"426",766620,3736,2,1,"2958         6TH                       AVE  S  98134","2958","   ","  ","6TH                      ","AVE ","S ","98134",1,528,2,3,2,"REPAIR GARAGE                                     ",4290,4290,1944,1950,100,20,"N"," "
"427",754880,10,1,1,"1535         14TH                      AVE  S  98144","1535","   ","  ","14TH                     ","AVE ","S ","98144",2,352,2,4,4,"7 UNITS                                           ",4700,4637,1908,1985,100,10,"N","N"
"428",128230,610,1,1,"3301         RAINIER                   AVE  S  98144","3301","   ","  ","RAINIER                  ","AVE ","S ","98144",1,528,2,3,4,"AUTO REPAIR SHOP                                  ",2448,2448,1967,1980,100,6,"N"," "
"429",766620,6400,1,1,"1700         1ST                       AVE  S  98134","1700","   ","  ","1ST                      ","AVE ","S ","98134",2,350,2,3,4,"Restaurant/Performing Arts Center                 ",20747,20747,1935,1976,100,6,"N"," "
"430",766620,7611,4,1,"35        S  HANFORD                   ST      98134","35","   ","S ","HANFORD                  ","ST  ","  ","98134",1,406,2,4,2,"BLDG 4                                            ",1800,1800,1951,1955,100,20,"Y"," "
"431",93900,90,1,1,"213          CHERRY                    ST      98104","213","   ","  ","CHERRY                   ","ST  ","  ","98104",6,345,2,3,2,"PARKING GARAGE                                    ",54960,54960,1900,1955,100,20,"N","Y"
"432",766620,7105,1,1,"1749         1ST                       AVE  S  98134","1749","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",9000,9000,1904,1959,100,6,"N"," "
"433",617290,15,1,1,"3601         2ND                       AVE  S  98134","3601","   ","  ","2ND                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",52613,52613,1980,1995,100,6,"Y"," "
"434",766620,5881,1,1,"126       S  SPOKANE                   ST      98134","126","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,406,2,3,4,"SHOP                                              ",4560,4560,1942,1966,100,2,"N"," "
"435",766670,2200,2,1,"3431         11TH                      AVE  SW 98134","3431","   ","  ","11TH                     ","AVE ","SW","98134",1,494,2,3,3,"MACHINE SHOP                                      ",8960,8960,1900,1955,100,6,"Y"," "
"436",539460,60,1,1,"2366         BEACON                    AVE  S  98144","2366","   ","  ","BEACON                   ","AVE ","S ","98144",2,352,2,4,5,"4-PLEX                                            ",2425,2425,1940,1978,100,2,"N","N"
"437",766620,3665,1,1,"2724         6TH                       AVE  S  98134","2724","   ","  ","6TH                      ","AVE ","S ","98134",3,344,2,4,2,"INGERSOLL - RAND/OFC-FACTORY                      ",14400,14400,1910,1940,100,6,"N"," "
"438",357370,255,1,1,"5055         4TH                       AVE  S  98134","5055","   ","  ","4TH                      ","AVE ","S ","98134",1,406,2,3,4,"WHSE/RETAIL                                       ",28500,28500,1949,1949,100,3,"N"," "
"439",817010,5,1,1,"1001      S  JACKSON                   ST      98104","1001","   ","S ","JACKSON                  ","ST  ","  ","98104",1,406,2,3,4,"NEW DYNASTIES-WHOLESALE                           ",5250,5250,1915,1940,100,7,"N"," "
"440",149830,3190,1,2,"2100         25TH                      AVE  S  98144","2100","   ","  ","25TH                     ","AVE ","S ","98144",7,300,2,3,5,"CENTER PARK APTS                                  ",139530,94500,1969,1989,100,2,"Y","Y"
"441",766670,350,14,1,"3801         EAST MARGINAL             WAY  S  98134","3801","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",2,820,2,3,4,"LOCKER, STORAGE & OFFICE                          ",8708,8708,2009,2009,100,6," "," "
"442",766670,1356,9,1,"2900         11TH                      AVE  SW 98134","2900","   ","  ","11TH                     ","AVE ","SW","98134",1,327,3,5,6,"CREW BLDG                                         ",1950,1950,2001,2001,100,17,"Y"," "
"443",766620,4100,1,1,"3623         6TH                       AVE  S  98134","3623","   ","  ","6TH                      ","AVE ","S ","98134",1,407,2,3,4,"OWL TRANSFER & STORAGE                            ",73335,73335,1961,1965,100,6,"N"," "
"444",379600,58,1,1,"115          26TH                      AVE  S  98144","115","   ","  ","26TH                     ","AVE ","S ","98144",2,352,2,4,4,"FOUR PLEX                                         ",3240,2754,1965,1983,100,2,"N","N"
"445",766620,7195,1,1,"2245         1ST                       AVE  S  98134","2245","   ","  ","1ST                      ","AVE ","S ","98134",3,406,2,2,4,"WAREHOUSE                                         ",60592,60592,1930,1975,100,6,"N"," "
